campaign_id,advertiser_name,agency_name,industry_vertical,campaign_objective,buy_type,sale_type,contract_status,contract_value_usd,budget_usd,campaign_start_date,campaign_end_date,ad_play_date,ad_play_month,ad_play_quarter,ad_play_year,network,media_type,show_title,genre,content_rating,daypart,ad_format,device_type,ad_duration_seconds,is_sponsorship,state,dma_region,viewer_age_range,viewer_gender,viewer_income_bracket,viewer_interest,subscription_tier,opt_in_ads,days_active_30d,approved_impressions,impressions_delivered,delivery_rate_pct,clicks,ctr_pct,conversions,conversion_rate_pct,completion_rate_pct,viewability_pct,frequency_count,ad_cost_usd,ad_revenue_usd,cpm,roas,error_flag
5418,Subway,Crossmedia,Finance,Retargeting,Scatter,Upfront,Executed,1843991.71,1997118.81,2023-12-08,2024-02-03,2023-06-26,6,2,2023,TNT,Programmatic,90 Day Fiancé,Comedy,TV-14,Prime Time (7-11pm),Pause Ad,Smart TV,30,No,GA,Minneapolis,45-54,Male,$100-150K,True Crime,Max Ultimate,No,2,651836,597469,91.66,9930,1.662,917,9.235,83.8,82.1,7,31075.86,48872.98,52.0125,1.573,
5915,Procter & Gamble,Canvas Worldwide,Insurance,Conversions,Programmatic Guaranteed,Programmatic,Executed,1275692.29,1257557.92,2023-03-27,2023-08-23,2023-12-26,12,4,2023,Max,Digital Video,And Just Like That,True Crime,TV-G,Prime Time (7-11pm),Pause Ad,Desktop,30,No,CA,Miami,18-24,Male,$60-100K,News,Max Ad-Free,No,24,5013419,4553689,90.83,114592,2.516,837,0.73,68.3,73.7,2,333032.22,467946.71,73.1346,1.405,
5137,Johnson & Johnson,GroupM,Insurance,Tune-In Promotion,Open Market,Sponsorship,Executed,312801.97,284401.49,2023-07-09,2023-09-18,2024-12-31,12,4,2024,CNN,FAST,Teen Titans Go,Sports,TV-Y7,Prime Time (7-11pm),Native,Smart TV,30,Yes,CO,Seattle,65+,Male,>$150K,Kids & Family,Max Ad-Lite,No,15,6476254,6082658,93.92,163695,2.691,13713,8.377,82.9,83.2,7,578958.95,743789.57,95.1819,1.285,
5628,Progressive Insurance,Publicis Media,CPG,Tune-In Promotion,Programmatic Guaranteed,Scatter,In Flight,464551.89,469219.12,2024-03-11,2024-04-05,2024-10-20,10,4,2024,Discovery+,Audio,Planet Earth III,Reality,TV-Y7,Early Fringe (4-7pm),Native,Smart TV,15,No,MA,Dallas,45-54,Female,$30-60K,Drama,Max Ad-Lite,No,9,3630985,3229783,88.95,126663,3.922,6104,4.819,84.9,88.7,2,62674.91,100321.53,19.4053,1.601,
5351,McDonald's,Dentsu,Tech,App Install,Programmatic Guaranteed,Upfront,Executed,1872508.61,1793710.71,2023-09-29,2023-11-18,2024-12-21,12,4,2024,Adult Swim,Audio,The Wire,Kids,TV-Y,Prime Time (7-11pm),Pre-roll,Smart TV,15,No,MI,Boston,45-54,Male,$60-100K,Gaming,Max Ultimate,Yes,16,1723492,1597681,92.7,69203,4.331,6396,9.242,86.0,73.7,9,121322.94,178144.8,75.9369,1.468,
5161,T-Mobile,Assembly,Gaming,Lead Generation,Upfront,Scatter,Cancelled,929826.41,1026341.65,2024-02-10,2024-05-11,2024-11-30,11,4,2024,truTV,Social,90 Day Fiancé,Animation,TV-MA,Late Night (11pm-2am),Pause Ad,Desktop,15,No,CA,Boston,25-34,Female,>$150K,News,Max Ad-Free,No,3,1644999,1546051,93.98,64182,4.151,4924,7.672,80.5,86.6,1,33978.49,51376.63,21.9776,1.512,
5667,Home Depot,Starcom,Automotive,Retargeting,Upfront,Programmatic,Executed,975374.22,997663.22,2024-03-21,2024-05-02,2024-10-10,10,4,2024,Discovery+,Digital Video,CNN This Morning,True Crime,TV-14,Late Night (11pm-2am),Mid-roll,Mobile,15,No,NY,New York,35-44,Female,$100-150K,News,Max Ad-Free,No,30,6799176,6042537,88.87,295459,4.89,29573,10.009,82.9,77.9,4,247927.11,346044.21,41.0303,1.396,Skip
5173,Domino's,Mindshare,Travel,Retargeting,Open Market,Scatter,Executed,160097.95,158448.23,2023-03-24,2023-06-08,2023-10-18,10,4,2023,Max,FAST,Curb Your Enthusiasm,Reality,TV-MA,Late Night (11pm-2am),Mid-roll,Connected Device,30,No,MA,Boston,25-34,Female,>$150K,Kids & Family,Max Ad-Lite,Yes,2,3599209,3122289,86.75,56365,1.805,5479,9.721,61.1,62.8,2,199817.75,325878.64,63.9972,1.631,
5130,AT&T,Dentsu,Luxury Goods,Direct Response,Upfront,Programmatic,In Flight,1373616.38,1366519.47,2024-02-10,2024-06-07,2024-08-04,8,3,2024,Discovery+,Audio,Shark Week,Action,TV-Y,Afternoon (12-4pm),Companion Banner,Desktop,15,No,MI,San Francisco,55-64,Male,$60-100K,Reality TV,Max Ad-Lite,Yes,13,3742728,3064064,81.87,159809,5.216,14919,9.336,57.6,94.7,8,33380.53,46893.73,10.8942,1.405,
5079,Johnson & Johnson,IPG Mediabrands,Healthcare,Direct Response,Scatter,Scatter,Executed,1306063.45,1364773.99,2023-03-20,2023-07-10,2023-11-15,11,4,2023,Discovery+,Digital Video,Looney Tunes,Reality,TV-Y,Late Night (11pm-2am),Companion Banner,Smart TV,60,No,FL,Atlanta,45-54,Male,$30-60K,News,Max Ad-Free,Yes,30,5582121,5178514,92.77,108633,2.098,11342,10.441,46.3,74.6,8,271085.89,418028.96,52.3482,1.542,
5979,EA Sports,Starcom,Gaming,Brand Awareness,Upfront,Direct IO,Executed,684415.44,684592.58,2023-05-13,2023-06-16,2023-12-02,12,4,2023,truTV,Display,True Detective,Comedy,TV-MA,Prime Time (7-11pm),Mid-roll,Connected Device,30,No,TX,Los Angeles,25-34,Female,$100-150K,News,Max Ad-Free,Yes,20,3216562,2948107,91.65,110956,3.764,6611,5.958,80.9,76.5,7,422347.28,561346.38,143.2605,1.329,
5569,Chase Bank,Wavemaker,Pharma,Tune-In Promotion,Programmatic Guaranteed,Upfront,Executed,505122.07,519918.14,2024-06-23,2024-12-02,2024-11-07,11,4,2024,CNN,FAST,Robot Chicken,Documentary,TV-MA,Overnight (2-5am),Pre-roll,Smart TV,30,No,NY,New York,55-64,Male,$30-60K,Reality TV,Max Ad-Lite,Yes,2,2496464,2338757,93.68,84814,3.626,9879,11.648,65.5,55.9,2,131061.37,167799.43,56.0389,1.28,Timeout
5863,DraftKings,GroupM,Insurance,Retargeting,Scatter,Sponsorship,Makegood,1746974.04,1609772.19,2024-04-03,2024-09-15,2023-07-14,7,3,2023,truTV,Digital Video,90 Day Fiancé,Drama,TV-14,Late Night (11pm-2am),Pre-roll,Desktop,60,Yes,IL,San Francisco,25-34,Male,>$150K,Drama,Max Ad-Free,Yes,15,2219857,2219857,100.0,53323,2.402,2299,4.311,43.8,80.8,4,105591.27,122030.28,47.5667,1.156,
5057,Progressive Insurance,Starcom,Entertainment,Retargeting,Scatter,Sponsorship,Makegood,1515025.17,1283659.95,2024-06-23,2024-11-15,2023-09-25,9,3,2023,CNN,Display,Looney Tunes,Animation,TV-PG,Early Fringe (4-7pm),Companion Banner,Smart TV,30,Yes,MN,Boston,35-44,Male,$60-100K,Reality TV,Max Ad-Free,Yes,20,6372179,5446169,85.47,191818,3.522,9966,5.196,65.8,100.0,4,115721.29,134536.72,21.2482,1.163,
5400,Apple TV+,Publicis Media,Automotive,Reach,Programmatic Guaranteed,Scatter,Executed,33412.67,29509.47,2024-06-19,2024-09-30,2024-12-02,12,4,2024,Discovery+,Digital Video,Inside the NBA,True Crime,TV-MA,Early Morning (5-9am),Companion Banner,Tablet,45,No,WA,New York,35-44,Female,$100-150K,Sports,Linear (No Sub),Yes,30,4369648,3937106,90.1,38958,0.99,4709,12.087,81.2,88.1,11,293865.99,474120.84,74.6401,1.613,
5363,Apple,Carat,Pharma,Tune-In Promotion,Upfront,Programmatic,Makegood,287592.35,301985.21,2023-05-06,2023-06-03,2024-07-08,7,3,2024,Cartoon Network,Social,Robot Chicken,Action,TV-Y,Early Fringe (4-7pm),Mid-roll,Mobile,30,No,PA,New York,18-24,Female,$100-150K,Animation,Linear (No Sub),No,29,1239078,996767,80.44,46557,4.671,2867,6.158,59.6,95.9,7,16942.75,22055.25,16.9977,1.302,
5335,Target,Carat,QSR,Tune-In Promotion,Scatter,Programmatic,Executed,2070491.85,1978089.42,2024-02-25,2024-07-05,2023-03-14,3,1,2023,Bleacher Report,Programmatic,90 Day Fiancé,Animation,TV-MA,Morning (9am-12pm),Mid-roll,Smart TV,30,No,MA,New York,35-44,Female,$30-60K,Gaming,Max Ad-Free,No,29,7838271,7214361,92.04,141900,1.967,6781,4.779,60.9,87.3,7,101057.33,124146.79,14.0078,1.228,
5134,Pfizer,Omnicom Media Group,Insurance,App Install,Upfront,Sponsorship,In Flight,1108151.11,1073676.68,2023-06-03,2023-11-27,2023-05-05,5,2,2023,Discovery+,Programmatic,Shark Week,Comedy,TV-Y7,Prime Time (7-11pm),Pre-roll,Mobile,30,Yes,OH,Chicago,35-44,Female,$30-60K,Documentary,Linear (No Sub),Yes,16,2747116,2747116,100.0,123554,4.498,11897,9.629,59.2,90.0,3,314101.95,489423.49,114.3388,1.558,
5014,Subway,Omnicom Media Group,Healthcare,Lead Generation,Programmatic Guaranteed,Scatter,Executed,1231606.23,1125149.18,2023-04-13,2023-07-31,2024-03-28,3,1,2024,TBS,Programmatic,Barry,Reality,TV-Y,Prime Time (7-11pm),Mid-roll,Smart TV,30,No,MN,Denver,65+,Female,<$30K,Animation,Linear (No Sub),No,6,4461622,4362635,97.78,77879,1.785,2160,2.774,68.4,100.0,2,228633.92,366500.16,52.4073,1.603,Skip
5283,T-Mobile,Dentsu,Gaming,Brand Awareness,Upfront,Upfront,Makegood,1687549.52,1927433.54,2024-04-08,2024-04-27,2024-09-27,9,3,2024,TNT,Digital Video,Robot Chicken,Action,TV-Y7,Prime Time (7-11pm),Pre-roll,Desktop,30,No,PA,San Francisco,35-44,Female,$30-60K,Gaming,Max Ad-Lite,Yes,27,7372409,6942125,94.16,277075,3.991,14387,5.192,98.1,84.1,3,1110686.55,1749237.6,159.9923,1.575,
5806,Expedia,Assembly,Retail,Tune-In Promotion,Open Market,Direct IO,Executed,1743233.54,1910106.19,2023-06-28,2023-08-19,2024-09-22,9,3,2024,CNN,Social,Inside the NBA,Sports,TV-Y,Prime Time (7-11pm),Companion Banner,Smart TV,15,No,OH,Atlanta,35-44,Female,<$30K,Comedy,Max Ad-Lite,Yes,28,314250,299775,95.39,4091,1.365,383,9.362,79.9,87.2,11,12975.28,19395.06,43.2834,1.495,
5659,Target,Mediahub,QSR,Lead Generation,Scatter,Scatter,Executed,715027.36,794581.76,2024-05-19,2024-10-06,2023-11-30,11,4,2023,truTV,Streaming (SVOD),And Just Like That,Drama,TV-Y,Prime Time (7-11pm),Companion Banner,Smart TV,45,No,MA,Miami,25-34,Female,>$150K,Drama,Linear (No Sub),No,9,4130383,3361234,81.38,157776,4.694,14492,9.185,56.5,56.0,3,360018.08,559303.89,107.1089,1.554,
5421,Rolex,Wavemaker,Pharma,Lead Generation,Scatter,Upfront,Executed,874057.03,822466.5,2024-03-28,2024-07-02,2023-08-29,8,3,2023,Discovery+,Streaming (SVOD),NBA on TNT,Drama,TV-G,Prime Time (7-11pm),Pre-roll,Connected Device,30,No,GA,San Francisco,55-64,Female,>$150K,True Crime,Max Ad-Lite,Yes,17,2439508,2104638,86.27,55684,2.646,2386,4.285,67.1,71.4,3,65332.8,90527.59,31.0423,1.386,
5127,Rolex,Initiative,QSR,Subscription Drive,Scatter,Scatter,In Flight,1481697.54,1459353.67,2023-10-27,2023-11-16,2024-09-19,9,3,2024,Adult Swim,Social,The Wire,Action,TV-MA,Prime Time (7-11pm),Pause Ad,Smart TV,15,No,MI,Tampa,45-54,Male,$100-150K,Drama,Max Ad-Lite,Yes,7,961550,826354,85.94,35836,4.337,3161,8.821,85.6,73.5,3,30553.03,37117.7,36.9733,1.215,
5772,Nike,UM Worldwide,Pharma,Reach,Scatter,Upfront,Cancelled,1801593.27,1958092.47,2023-04-15,2023-05-12,2024-12-08,12,4,2024,Max,Social,The Last of Us,Drama,TV-G,Early Fringe (4-7pm),Companion Banner,Smart TV,45,No,MI,Chicago,35-44,Male,$30-60K,News,Linear (No Sub),No,4,4391213,3918598,89.24,95463,2.436,2651,2.777,64.8,67.1,7,255545.88,424700.58,65.2136,1.662,
5826,Walmart,Hearts & Science,Pharma,Retargeting,Open Market,Scatter,Cancelled,1559108.93,1566378.42,2023-04-14,2023-09-25,2023-12-08,12,4,2023,Bleacher Report,FAST,The Last of Us,Comedy,TV-Y,Overnight (2-5am),Mid-roll,Mobile,30,No,MI,New York,35-44,Female,$30-60K,Gaming,Max Ad-Free,Yes,9,2591107,2265897,87.45,84687,3.737,9567,11.297,94.4,66.7,6,84338.05,116577.44,37.2206,1.382,
5218,Budweiser,Crossmedia,Automotive,Conversions,Scatter,Upfront,Makegood,271429.57,267806.18,2024-04-22,2024-10-09,2023-05-18,5,2,2023,truTV,FAST,And Just Like That,Sports,TV-MA,Prime Time (7-11pm),Pre-roll,Mobile,15,No,CA,Chicago,65+,Male,>$150K,Animation,Max Ad-Lite,No,12,7123285,6373260,89.47,231371,3.63,22616,9.775,83.6,86.8,3,536643.15,654706.61,84.2023,1.22,Ad Block
5905,AbbVie,UM Worldwide,Finance,Subscription Drive,Scatter,Upfront,Executed,1475792.41,1538699.75,2023-04-06,2023-07-30,2024-04-24,4,2,2024,CNN,Display,Anderson Cooper 360,Reality,TV-Y,Late Night (11pm-2am),Pause Ad,Mobile,15,No,FL,Chicago,18-24,Female,<$30K,Reality TV,Max Ad-Lite,Yes,15,6180865,5473096,88.55,164116,2.999,12925,7.876,65.8,54.5,10,284056.42,335034.31,51.9005,1.179,
5745,EA Sports,Hearts & Science,QSR,Tune-In Promotion,Programmatic Guaranteed,Upfront,Executed,656886.42,622415.52,2023-01-12,2023-03-22,2023-03-21,3,1,2023,HBO,FAST,Rick and Morty,Drama,TV-Y,Late Night (11pm-2am),Mid-roll,Smart TV,15,No,WA,Miami,25-34,Male,$60-100K,True Crime,Max Ad-Lite,No,18,4552233,4193703,92.12,22297,0.532,1030,4.619,71.5,66.5,11,278258.48,401557.87,66.3515,1.443,
5881,Ford,Canvas Worldwide,Entertainment,Conversions,Programmatic Guaranteed,Upfront,Executed,1900708.02,1691249.09,2023-03-06,2023-05-06,2024-04-26,4,2,2024,HBO,Digital Video,CNN This Morning,Sports,TV-PG,Early Fringe (4-7pm),Mid-roll,Mobile,30,No,PA,Atlanta,55-64,Male,$60-100K,Kids & Family,Max Ad-Lite,No,10,2939694,2521951,85.79,96023,3.807,4768,4.965,76.7,92.6,9,143240.51,186944.52,56.7975,1.305,
5680,Amazon,Zenith,Tech,Retargeting,Open Market,Direct IO,Cancelled,2206996.94,1973650.98,2024-01-25,2024-05-17,2023-06-16,6,2,2023,HBO,Social,Rick and Morty,Drama,TV-MA,Afternoon (12-4pm),Post-roll,Tablet,30,No,TX,Phoenix,25-34,Male,$30-60K,News,Max Ultimate,Yes,18,440259,369406,83.91,9170,2.482,1007,10.981,62.7,79.2,9,5498.72,6497.49,14.8853,1.182,Ad Block
5655,Citibank,IPG Mediabrands,Tech,Retargeting,Upfront,Sponsorship,Executed,910760.13,928934.21,2023-04-07,2023-09-22,2024-01-20,1,1,2024,Cartoon Network,Digital Video,Teen Titans Go,Animation,TV-PG,Prime Time (7-11pm),Mid-roll,Smart TV,30,Yes,MI,Minneapolis,35-44,Male,$100-150K,Animation,Max Ad-Free,Yes,2,3437842,2716162,79.01,56673,2.087,2652,4.679,100.0,78.7,12,146639.88,191744.54,53.9879,1.308,
5489,Pepsi,Publicis Media,Telecom,Conversions,Upfront,Upfront,Executed,1431053.22,1465518.09,2023-02-23,2023-08-03,2024-05-08,5,2,2024,HBO,Linear TV,Euphoria,Animation,TV-PG,Early Fringe (4-7pm),Mid-roll,Smart TV,45,No,NY,Detroit,25-34,Male,$30-60K,True Crime,Max Ad-Free,Yes,29,6462189,5705596,88.29,260884,4.572,20850,7.992,95.4,81.0,10,647669.02,761194.44,113.5147,1.175,
5997,CVS Health,GroupM,Entertainment,Conversions,Open Market,Upfront,Cancelled,796278.8,799824.14,2023-01-23,2023-05-29,2023-12-09,12,4,2023,TNT,Streaming (SVOD),NBA on TNT,True Crime,TV-Y,Prime Time (7-11pm),Pause Ad,Mobile,30,No,MI,New York,25-34,Female,$30-60K,Gaming,Max Ad-Free,Yes,17,7734221,6639236,85.84,203808,3.07,2609,1.28,83.0,74.0,11,581583.8,730739.1,87.598,1.256,
5260,Activision,Canvas Worldwide,Entertainment,Lead Generation,Upfront,Programmatic,Pending,32556.19,30348.58,2023-03-10,2023-05-11,2024-10-14,10,4,2024,Discovery+,Audio,Euphoria,True Crime,TV-Y7,Overnight (2-5am),Pre-roll,Desktop,15,No,OH,Los Angeles,45-54,Male,$30-60K,Gaming,Max Ad-Lite,No,16,1939691,1726471,89.01,57524,3.332,4484,7.795,71.4,84.1,4,207923.05,287607.12,120.4324,1.383,
5218,Budweiser,Crossmedia,Automotive,Conversions,Scatter,Upfront,Makegood,233125.32,267806.18,2024-04-22,2024-10-09,2023-11-08,11,4,2023,truTV,FAST,And Just Like That,Sports,TV-MA,Prime Time (7-11pm),Companion Banner,Mobile,60,No,AZ,Chicago,18-24,Female,$60-100K,Drama,Max Ultimate,Yes,10,5443345,4592361,84.37,238313,5.189,28314,11.881,89.4,69.8,8,120298.73,188093.55,26.1954,1.564,
5820,Lexus,Omnicom Media Group,Tech,Reach,Open Market,Upfront,Executed,548923.1,635221.1,2024-04-04,2024-07-10,2023-06-02,6,2,2023,Bleacher Report,Programmatic,Barry,Comedy,TV-G,Prime Time (7-11pm),Pre-roll,Tablet,60,No,FL,Chicago,18-24,Male,$60-100K,Reality TV,Max Ad-Lite,No,27,4770329,4417112,92.6,69549,1.575,3165,4.551,56.9,79.2,4,173618.56,234269.86,39.3059,1.349,Skip
5658,Eli Lilly,Horizon Media,Tech,Brand Awareness,Upfront,Direct IO,In Flight,1863331.06,1713081.93,2024-06-08,2024-10-26,2023-12-16,12,4,2023,Adult Swim,Linear TV,Teen Titans Go,Drama,TV-MA,Prime Time (7-11pm),Interactive,Mobile,15,No,MI,New York,65+,Female,$100-150K,Kids & Family,Max Ad-Free,No,6,4820742,4479089,92.91,160838,3.591,7339,4.563,63.2,68.8,8,796164.79,1070458.79,177.7515,1.345,
5489,Pepsi,Publicis Media,Telecom,Conversions,Upfront,Upfront,Executed,1270945.65,1465518.09,2023-02-23,2023-08-03,2024-12-16,12,4,2024,HBO,Linear TV,Euphoria,Animation,TV-PG,Early Morning (5-9am),Pre-roll,Smart TV,15,No,NC,San Francisco,45-54,Female,$60-100K,News,Max Ad-Lite,No,21,2397146,2397146,100.0,83233,3.472,3429,4.12,87.5,88.6,5,59380.42,68623.51,24.7713,1.156,
5949,Geico,Initiative,Luxury Goods,Tune-In Promotion,Open Market,Scatter,Pending,1215323.3,1156698.46,2024-04-15,2024-10-10,2024-11-10,11,4,2024,Bleacher Report,Social,Barry,Comedy,TV-PG,Late Night (11pm-2am),Mid-roll,Desktop,30,No,MA,Dallas,35-44,Male,$60-100K,Sports,Max Ad-Lite,No,4,7968656,7498717,94.1,91147,1.216,10003,10.975,90.0,73.8,1,430019.18,603811.8,57.3457,1.404,
5443,Google,Publicis Media,QSR,App Install,Upfront,Scatter,Executed,620711.78,716241.18,2024-02-15,2024-04-10,2023-10-05,10,4,2023,Discovery+,Social,Planet Earth III,Documentary,TV-PG,Prime Time (7-11pm),Pre-roll,Mobile,60,No,FL,San Francisco,18-24,Female,$100-150K,Kids & Family,Max Ad-Lite,No,25,6751943,5869453,86.93,212282,3.617,18487,8.709,86.3,73.9,1,875538.67,1190219.27,149.1687,1.359,
5099,Delta Airlines,Mediahub,Entertainment,Reach,Upfront,Scatter,Executed,30472.02,26794.81,2024-06-28,2024-07-12,2023-08-15,8,3,2023,TNT,Linear TV,White Lotus,Comedy,TV-G,Prime Time (7-11pm),Pre-roll,Desktop,15,No,CO,Dallas,55-64,Female,$60-100K,True Crime,Max Ad-Free,Yes,29,3868635,3498377,90.43,89083,2.546,8695,9.761,97.7,83.2,8,137267.92,211505.25,39.2376,1.541,
5182,Coca-Cola,Carat,CPG,Lead Generation,Upfront,Upfront,Pending,807607.53,830386.6,2024-06-10,2024-11-23,2023-12-25,12,4,2023,HBO,Programmatic,90 Day Fiancé,True Crime,TV-Y,Prime Time (7-11pm),Mid-roll,Smart TV,30,No,IL,Seattle,45-54,Male,$100-150K,Animation,Max Ad-Lite,Yes,12,5730941,4844937,84.54,235762,4.866,32474,13.774,83.4,79.0,1,562633.33,890497.64,116.1281,1.583,
5169,Target,Wavemaker,CPG,Tune-In Promotion,Scatter,Upfront,Pending,1384747.86,1398789.83,2023-03-27,2023-06-03,2024-06-01,6,2,2024,Cartoon Network,FAST,And Just Like That,News,TV-PG,Early Morning (5-9am),Companion Banner,Mobile,30,No,GA,Boston,55-64,Male,<$30K,Documentary,Max Ad-Lite,No,18,5805318,4957156,85.39,191606,3.865,14227,7.425,97.4,50.5,10,405171.16,616726.03,81.7346,1.522,
5233,Peacock,Dentsu,Travel,Retargeting,Upfront,Direct IO,Executed,197723.41,187646.44,2023-06-05,2023-09-23,2024-12-01,12,4,2024,TNT,Audio,Curb Your Enthusiasm,Drama,TV-Y,Prime Time (7-11pm),Interactive,Smart TV,15,No,GA,Miami,25-34,Female,$30-60K,News,Linear (No Sub),Yes,13,5566560,4296775,77.19,161596,3.761,7259,4.492,91.5,83.3,9,621254.8,698643.52,144.5863,1.125,Skip
5956,Walmart,Publicis Media,Telecom,Conversions,Upfront,Sponsorship,Cancelled,1481451.43,1504725.49,2023-07-02,2023-11-24,2024-04-28,4,2,2024,CNN,Streaming (SVOD),And Just Like That,True Crime,TV-G,Prime Time (7-11pm),Mid-roll,Smart TV,15,Yes,AZ,Tampa,45-54,Female,$60-100K,True Crime,Max Ad-Free,No,5,3188828,3188828,100.0,104883,3.289,1429,1.362,81.7,100.0,11,216372.5,252500.35,67.8533,1.167,
5093,EA Sports,Omnicom Media Group,Travel,Lead Generation,Scatter,Upfront,Executed,1305065.77,1312572.93,2023-04-10,2023-05-10,2024-10-19,10,4,2024,Adult Swim,Social,CNN This Morning,Drama,TV-Y7,Prime Time (7-11pm),Mid-roll,Smart TV,30,No,IL,Los Angeles,25-34,Female,$100-150K,News,Max Ad-Lite,No,21,6184112,4609083,74.53,117864,2.557,13837,11.74,64.7,73.3,6,236790.72,359824.24,51.3748,1.52,
5629,CVS Health,Carat,Entertainment,Lead Generation,Scatter,Programmatic,Executed,1805134.2,1892419.1,2024-01-29,2024-04-15,2024-07-05,7,3,2024,Cartoon Network,Social,CNN This Morning,News,TV-Y,Early Fringe (4-7pm),Post-roll,Mobile,60,No,IL,Seattle,55-64,Female,$60-100K,Gaming,Linear (No Sub),Yes,16,3130241,2872915,91.78,97558,3.396,3780,3.875,82.6,85.3,1,31391.77,47262.18,10.9268,1.506,Buffering
5472,Progressive Insurance,Horizon Media,Luxury Goods,App Install,Programmatic Guaranteed,Programmatic,Executed,1447173.46,1478614.39,2023-12-04,2024-05-31,2023-04-17,4,2,2023,HBO,Social,The Wire,Documentary,TV-Y7,Prime Time (7-11pm),Mid-roll,Smart TV,45,No,FL,San Francisco,65+,Female,>$150K,Sports,Max Ad-Lite,Yes,6,6713441,5849375,87.13,272484,4.658,23694,8.696,81.1,72.1,6,174769.97,253241.5,29.8784,1.449,
5516,Under Armour,Crossmedia,Finance,Subscription Drive,Programmatic Guaranteed,Scatter,Makegood,478018.75,456669.85,2023-12-02,2024-05-25,2024-11-15,11,4,2024,TBS,Digital Video,And Just Like That,Comedy,TV-Y7,Afternoon (12-4pm),Pre-roll,Smart TV,30,No,AZ,Dallas,55-64,Male,$60-100K,Gaming,Linear (No Sub),No,22,6629856,5897046,88.95,170503,2.891,8156,4.783,86.7,80.0,12,59952.32,78462.76,10.1665,1.309,
5085,Heineken,Omnicom Media Group,QSR,Reach,Upfront,Scatter,Makegood,1794182.16,1669082.97,2023-08-27,2023-12-06,2023-07-09,7,3,2023,Bleacher Report,FAST,Barry,Kids,TV-Y7,Prime Time (7-11pm),Pre-roll,Smart TV,45,No,CA,New York,18-24,Male,$30-60K,Drama,Max Ad-Free,Yes,7,5707568,4560441,79.9,107755,2.363,802,0.744,92.4,82.3,11,636121.32,844117.66,139.4868,1.327,Ad Block
5679,Budweiser,Zenith,Luxury Goods,App Install,Scatter,Sponsorship,Executed,615252.35,676956.41,2024-02-06,2024-07-08,2023-11-04,11,4,2023,TNT,FAST,And Just Like That,Action,TV-G,Afternoon (12-4pm),Native,Desktop,15,Yes,PA,Seattle,18-24,Female,$100-150K,Sports,Max Ad-Free,Yes,4,6858121,5161105,75.26,261378,5.064,15357,5.875,68.1,76.2,8,323076.4,516270.49,62.5983,1.598,
5519,Mercedes-Benz,Spark Foundry,Entertainment,Subscription Drive,Upfront,Scatter,Executed,1419512.65,1342858.58,2024-04-16,2024-06-26,2024-10-21,10,4,2024,Max,FAST,White Lotus,Documentary,TV-Y7,Late Night (11pm-2am),Pre-roll,Tablet,30,No,TX,New York,35-44,Female,$30-60K,News,Max Ad-Lite,Yes,19,3800030,3307186,87.03,104789,3.169,12383,11.817,59.9,71.3,11,312594.56,474212.06,94.5198,1.517,Skip
5381,Budweiser,Hearts & Science,Luxury Goods,Subscription Drive,Scatter,Scatter,Cancelled,853574.44,844729.26,2023-02-24,2023-07-02,2024-12-23,12,4,2024,Cartoon Network,Audio,Looney Tunes,News,TV-G,Morning (9am-12pm),Pre-roll,Connected Device,30,No,WA,Phoenix,65+,Male,$100-150K,Animation,Max Ad-Lite,No,17,732344,629979,86.02,27444,4.356,1618,5.896,77.8,75.1,10,31269.2,43003.69,49.6353,1.375,Skip
5407,Lululemon,Starcom,Automotive,Conversions,Scatter,Programmatic,Executed,1155171.9,1224852.43,2023-05-11,2023-07-07,2023-10-04,10,4,2023,truTV,Social,Robot Chicken,Animation,TV-Y,Early Fringe (4-7pm),Overlay,Smart TV,15,No,MI,Dallas,25-34,Female,$30-60K,Drama,Max Ad-Free,No,12,4818784,4065954,84.38,99055,2.436,1409,1.422,73.3,93.0,9,250820.98,325737.65,61.6881,1.299,
5232,Burger King,Canvas Worldwide,Telecom,Reach,Scatter,Sponsorship,Executed,780777.21,666624.95,2024-04-15,2024-06-09,2023-11-11,11,4,2023,TBS,Social,Shark Week,News,TV-Y,Early Fringe (4-7pm),Interactive,Smart TV,30,Yes,NY,Dallas,65+,Female,$30-60K,Gaming,Linear (No Sub),Yes,29,3064451,2872984,93.75,34531,1.202,860,2.491,79.4,85.4,10,99691.68,139208.37,34.6997,1.396,
5251,Samsung,Spark Foundry,Finance,Lead Generation,Open Market,Scatter,Pending,224902.54,206568.29,2023-06-17,2023-12-09,2023-12-26,12,4,2023,CNN,Programmatic,Teen Titans Go,True Crime,TV-G,Prime Time (7-11pm),Pre-roll,Smart TV,15,No,IL,Tampa,18-24,Male,$100-150K,Comedy,Linear (No Sub),Yes,8,2661884,2260886,84.94,92624,4.097,9154,9.883,94.4,88.4,10,22719.64,35791.39,10.049,1.575,
5085,Heineken,Omnicom Media Group,QSR,Reach,Upfront,Scatter,Makegood,1720849.98,1669082.97,2023-08-27,2023-12-06,2023-12-31,12,4,2023,Bleacher Report,FAST,Barry,Kids,TV-Y7,Prime Time (7-11pm),Pause Ad,Desktop,45,No,MN,New York,18-24,Female,$60-100K,News,Max Ultimate,Yes,23,4195409,3809357,90.8,95921,2.518,10187,10.62,62.7,80.4,4,650194.0,815961.82,170.6834,1.255,
